City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
388,Labuan,MY,2022-02-03 03:43:18,5.2767,115.2417,87.96,74,20,5.75
389,Talcahuano,CL,2022-02-03 03:43:18,-36.7167,-73.1167,60.48,77,100,4.61
390,Ashland,US,2022-02-03 03:38:42,40.8167,-82.2665,40.26,98,100,9.28
391,Mwadui,TZ,2022-02-03 03:43:18,-3.55,33.6,64.99,83,98,0.65
392,Vila Franca Do Campo,PT,2022-02-03 03:43:19,37.7167,-25.4333,60.19,76,62,8.99
393,Devils Lake,US,2022-02-03 03:43:19,48.1128,-98.8651,-16.62,76,0,11.5
394,Canutama,BR,2022-02-03 03:43:19,-6.5339,-64.3831,73.08,99,100,0.94
395,Claveria,PH,2022-02-03 03:43:19,18.6074,121.0832,82.35,61,2,9.26
396,Amalapuram,IN,2022-02-03 03:43:20,16.5833,82.0167,75.58,57,57,4.12
397,Cockburn Town,TC,2022-02-03 03:43:20,21.4612,-71.1419,72.3,83,100,17.87
398,Vardo,NO,2022-02-03 03:43:20,70.3705,31.1107,23.2,56,100,17.96
399,Sakaiminato,JP,2022-02-03 03:43:21,35.55,133.2333,48.18,43,75,12.66
400,Zhangjiakou,CN,2022-02-03 03:43:21,40.81,114.8794,17.64,43,15,7.43
401,Wanxian,CN,2022-02-03 03:43:21,30.8039,108.3897,49.5,61,99,2.06
402,Sorland,NO,2022-02-03 03:43:22,67.667,12.6934,27.86,60,100,11.07
403,Billings,US,2022-02-03 03:43:22,45.7833,-108.5007,-0.63,73,0,0.0
404,Edinburg,GB,2022-02-03 03:40:58,55.9521,-3.1965,48.72,86,100,5.99
405,Riverton,US,2022-02-03 03:39:47,40.5219,-111.9391,23.23,69,40,1.99
406,Hokitika,NZ,2022-02-03 03:43:23,-42.7167,170.9667,66.04,99,100,8.61
407,Veraval,IN,2022-02-03 03:43:23,20.9,70.3667,75.04,69,25,13.11
408,Pullman,US,2022-02-03 03:43:23,46.7313,-117.1796,24.84,86,100,10.0
409,Benito Juarez,MX,2022-02-03 03:43:23,19.385,-99.165,64.0,51,2,1.99
410,Fortuna,US,2022-02-03 03:43:24,40.5982,-124.1573,48.92,85,100,1.99
411,Mandera,KE,2022-02-03 03:43:24,3.9366,41.867,78.89,45,95,7.11
412,Pevek,RU,2022-02-03 03:43:26,69.7008,170.3133,-6.81,72,2,3.98
413,Kernersville,US,2022-02-03 03:43:26,36.1199,-80.0736,48.87,66,75,3.44
414,Valparaiso,CL,2022-02-03 03:43:26,-33.0393,-71.6273,58.64,77,0,3.44
415,Saint George,US,2022-02-03 03:41:01,37.1041,-113.5841,37.63,23,0,4.0
416,Sorata,BO,2022-02-03 03:43:27,-15.7667,-68.6333,45.19,96,88,3.53
417,Konza,KE,2022-02-03 03:43:27,-1.7426,37.1294,64.58,91,99,2.44
418,Itarema,BR,2022-02-03 03:43:28,-2.9248,-39.9167,78.75,80,100,9.89
419,Krasnoselkup,RU,2022-02-03 03:43:28,65.7,82.4667,-10.52,97,87,10.27
420,Constitucion,CL,2022-02-03 03:43:28,-35.3333,-72.4167,56.88,88,70,4.43
421,Sisimiut,GL,2022-02-03 03:43:29,66.9395,-53.6735,4.87,68,100,21.5
422,Hualmay,PE,2022-02-03 03:43:29,-11.0964,-77.6139,70.09,82,83,9.33
423,Kuznechnoye,RU,2022-02-03 03:43:29,61.12,29.8686,3.45,98,78,2.8
424,Burnie,AU,2022-02-03 03:43:30,-41.0667,145.9167,71.92,48,74,11.52
425,Kenai,US,2022-02-03 03:43:30,60.5544,-151.2583,21.15,83,75,6.91
426,Morondava,MG,2022-02-03 03:43:31,-20.2833,44.2833,78.87,85,87,5.61
427,Piney Green,US,2022-02-03 03:43:31,34.716,-77.3202,53.19,78,100,0.0
428,San Luis Rio Colorado,MX,2022-02-03 03:43:31,32.4631,-114.7767,54.37,10,0,27.04
429,Praia Da Vitoria,PT,2022-02-03 03:43:31,38.7333,-27.0667,55.76,94,40,6.22
430,Vila Velha,BR,2022-02-03 03:43:32,-20.3297,-40.2925,75.15,96,100,5.75
431,Kismayo,SO,2022-02-03 03:43:32,-0.3582,42.5454,78.71,85,93,12.64
432,Bulungu,CD,2022-02-03 03:43:33,-4.55,18.6,69.49,98,100,2.37
433,Verkhoyansk,RU,2022-02-03 03:43:33,67.5447,133.385,-27.26,97,97,1.28
434,Cedar City,US,2022-02-03 03:43:33,37.6775,-113.0619,18.57,49,0,6.91
435,Chulym,RU,2022-02-03 03:43:34,55.0997,80.9572,2.03,100,100,5.88
436,Zhaotong,CN,2022-02-03 03:43:34,27.3167,103.7167,33.66,79,85,2.98
437,Bhawanigarh,IN,2022-02-03 03:43:34,30.2667,76.035,52.99,88,100,13.4
438,Vigeland,NO,2022-02-03 03:43:35,58.0844,7.305,43.05,87,100,5.93
439,Charagua,BO,2022-02-03 03:43:35,-19.8,-63.2167,72.1,68,5,6.22
440,Kalaleh,IR,2022-02-03 03:43:36,37.3807,55.4916,46.0,57,0,0.0
441,Erenhot,CN,2022-02-03 03:43:36,43.6475,111.9767,5.05,75,6,5.23
442,Doba,TD,2022-02-03 03:43:36,8.65,16.85,65.89,20,13,5.06
443,Port Shepstone,ZA,2022-02-03 03:43:37,-30.7414,30.455,77.45,90,93,13.33
444,Saint-Georges,GD,2022-02-03 03:43:37,12.0564,-61.7485,78.48,78,20,18.41
445,Saint-Augustin,CA,2022-02-03 03:43:38,51.226,-58.6502,26.6,95,100,17.54
446,Muroto,JP,2022-02-03 03:43:38,33.2833,134.15,50.04,64,100,4.32
447,Tamworth,GB,2022-02-03 03:43:38,52.634,-1.6959,47.62,89,100,4.0
448,Opuwo,NA,2022-02-03 03:43:39,-18.0607,13.84,61.0,64,3,2.57
449,Berlevag,NO,2022-02-03 03:43:39,70.8578,29.0864,17.6,62,100,13.71
450,Panguna,PG,2022-02-03 03:43:40,-6.3164,155.4848,71.11,96,100,2.73
451,Taldan,RU,2022-02-03 03:43:40,53.6667,124.8,3.22,52,34,11.65
452,Bermeo,ES,2022-02-03 03:43:40,43.4209,-2.7215,47.08,68,87,9.06
453,Upernavik,GL,2022-02-03 03:43:41,72.7868,-56.1549,-8.37,64,100,6.49
454,Nyanza,RW,2022-02-03 03:43:41,-2.3519,29.7509,60.78,92,100,1.45
455,Coruripe,BR,2022-02-03 03:43:41,-10.1256,-36.1756,77.65,81,73,7.67
456,Harper,LR,2022-02-03 03:43:42,4.375,-7.7169,77.68,81,7,0.25
457,Kraskino,RU,2022-02-03 03:43:42,42.7114,130.7794,19.74,45,7,16.04
458,Birjand,IR,2022-02-03 03:43:42,32.8663,59.2211,27.07,80,0,4.61
459,Patea,NZ,2022-02-03 03:44:43,-39.7583,174.4833,79.21,46,48,8.1
460,Gravdal,NO,2022-02-03 03:44:43,68.1214,13.5031,24.44,65,100,11.3
461,Tulagi,SB,2022-02-03 03:44:44,-9.0996,160.1476,82.83,74,89,15.14
462,Concarneau,FR,2022-02-03 03:44:44,47.875,-3.9225,48.81,87,100,5.5
463,Bhinmal,IN,2022-02-03 03:44:45,25.0,72.25,65.62,26,0,7.85
464,Rockport,US,2022-02-03 03:44:45,28.0206,-97.0544,70.09,95,100,1.01
465,Lhokseumawe,ID,2022-02-03 03:44:46,5.1801,97.1507,83.95,68,9,2.64
466,Goderich,CA,2022-02-03 03:44:46,43.7501,-81.7165,26.91,93,100,14.97
467,Banes,CU,2022-02-03 03:44:47,20.9625,-75.7186,74.01,85,52,11.56
468,Shimoda,JP,2022-02-03 03:44:47,34.6667,138.95,52.16,49,92,24.72
469,Khao Wong,TH,2022-02-03 03:44:48,16.7001,104.0902,80.46,48,26,9.51
470,Quatre Cocos,MU,2022-02-03 03:44:48,-20.2078,57.7625,78.91,92,100,26.89
471,Kankakee,US,2022-02-03 03:44:48,41.15,-87.8667,26.37,90,100,16.11
472,Tecoanapa,MX,2022-02-03 03:44:49,16.5167,-98.75,74.77,72,0,5.23
473,Karratha,AU,2022-02-03 03:44:49,-20.7377,116.8463,91.17,47,70,12.24
474,Escarcega,MX,2022-02-03 03:44:49,18.6089,-90.7454,76.26,68,23,5.79
475,Yumen,CN,2022-02-03 03:44:49,40.2833,97.2,25.38,39,19,5.03
476,Kavieng,PG,2022-02-03 03:44:19,-2.5744,150.7967,80.1,79,100,13.87
477,Taoudenni,ML,2022-02-03 03:44:50,22.6783,-3.9836,60.13,28,95,11.48
478,Ilheus,BR,2022-02-03 03:44:50,-14.7889,-39.0494,75.27,85,71,1.01
479,Cidreira,BR,2022-02-03 03:44:50,-30.1811,-50.2056,75.58,88,6,20.96
480,Sarangani,PH,2022-02-03 03:44:51,5.4033,125.4636,81.34,68,100,20.47
481,Ornes,NO,2022-02-03 03:44:51,66.8689,13.7078,23.11,68,100,9.55
482,Nieuw Amsterdam,SR,2022-02-03 03:44:51,5.8833,-55.0833,76.01,90,99,9.31
483,Waling,NP,2022-02-03 03:44:52,27.9833,83.7667,59.61,55,22,4.36
484,Urubicha,BO,2022-02-03 03:44:52,-15.3833,-62.95,71.82,95,14,2.42
485,Saint Anthony,US,2022-02-03 03:44:52,45.0205,-93.218,0.93,64,0,4.0
486,Lazaro Cardenas,MX,2022-02-03 03:44:53,17.9583,-102.2,72.66,74,2,3.94
487,Kiruna,SE,2022-02-03 03:44:53,67.8557,20.2251,0.52,85,100,0.0
488,Sokoni,TZ,2022-02-03 03:44:54,-6.4333,39.55,79.09,81,99,10.02
489,Chuy,UY,2022-02-03 03:43:03,-33.6971,-53.4616,70.32,90,1,10.89
490,Yulara,AU,2022-02-03 03:44:54,-25.2406,130.9889,75.04,41,100,16.11
491,Sassandra,CI,2022-02-03 03:44:54,4.95,-6.0833,75.04,89,29,3.76
492,Norfolk,US,2022-02-03 03:44:55,42.1668,-71.2495,39.58,93,100,0.0
493,Marienburg,PL,2022-02-03 03:44:55,54.0359,19.0266,33.12,93,83,6.58
494,Bokoro,TD,2022-02-03 03:44:56,12.3807,17.0568,61.74,15,12,8.99
495,Novyy Urengoy,RU,2022-02-03 03:44:56,66.0833,76.6333,-1.93,98,100,13.42
496,Santa Marta,CO,2022-02-03 03:44:21,11.2408,-74.199,83.89,65,20,11.99
497,Necochea,AR,2022-02-03 03:44:57,-38.5473,-58.7368,67.03,74,81,10.45
498,Chingola,ZM,2022-02-03 03:44:57,-12.529,27.8838,61.02,97,100,2.08
499,Alghero,IT,2022-02-03 03:44:57,40.5589,8.3181,44.69,100,20,2.3
500,Martapura,ID,2022-02-03 03:44:58,-3.4167,114.85,80.69,89,40,2.3
501,Aloleng,PH,2022-02-03 03:44:58,16.1307,119.7824,83.98,59,6,2.21
502,Boa Vista,BR,2022-02-03 03:40:42,2.8197,-60.6733,82.38,61,40,9.22
503,Hobyo,SO,2022-02-03 03:44:58,5.3505,48.5268,77.97,71,100,16.82
504,Putai,FR,2022-02-03 03:44:59,46.6579,1.9863,40.59,91,93,2.37
505,Mendoza,AR,2022-02-03 03:43:29,-32.8908,-68.8272,74.73,60,40,6.91
506,Oudtshoorn,ZA,2022-02-03 03:44:59,-33.5907,22.2014,64.76,86,93,2.06
507,Tarrafal,CV,2022-02-03 03:44:59,15.2833,-23.7667,72.39,84,2,15.26
508,Puri,IN,2022-02-03 03:45:00,19.8,85.85,75.72,63,22,11.97
509,Enzan,JP,2022-02-03 03:45:00,35.7,138.7333,48.9,31,82,5.46
510,Gondanglegi,ID,2022-02-03 03:45:01,-7.7479,112.0132,87.03,66,25,2.42
511,Havre,FR,2022-02-03 03:45:02,49.5833,0.3333,45.45,81,100,10.36
512,Touros,BR,2022-02-03 03:45:03,-5.1989,-35.4608,79.7,79,57,10.09
513,Wiarton,CA,2022-02-03 03:44:39,44.7407,-81.1332,23.61,93,100,5.75
514,Krasnyy Chikoy,RU,2022-02-03 03:45:03,50.3643,108.7512,5.41,90,100,1.99
515,Port Hardy,CA,2022-02-03 03:45:04,50.6996,-127.4199,43.75,93,100,13.8
516,Falam,MM,2022-02-03 03:45:05,22.9167,93.6833,61.16,32,0,2.71
517,Havoysund,NO,2022-02-03 03:45:06,70.9963,24.6622,11.28,84,99,10.76
518,Neiafu,TO,2022-02-03 03:45:07,-18.65,-173.9833,81.28,89,75,5.75
519,Fort Nelson,CA,2022-02-03 03:41:26,58.8053,-122.7002,-8.01,77,100,8.05
520,Riachao Do Dantas,BR,2022-02-03 03:45:07,-11.0689,-37.725,71.58,94,72,2.51
521,Thinadhoo,MV,2022-02-03 03:45:08,0.5333,72.9333,82.18,71,5,7.45
522,Montepuez,MZ,2022-02-03 03:45:09,-13.1256,38.9997,69.3,95,56,1.39
523,Pangnirtung,CA,2022-02-03 03:45:09,66.1451,-65.7125,6.22,82,100,8.57
524,Altamira,BR,2022-02-03 03:43:02,-3.2033,-52.2064,71.33,97,99,1.9
525,Lasa,IT,2022-02-03 03:45:11,46.6166,10.7002,38.28,94,52,8.1
526,Blythe,US,2022-02-03 03:45:12,33.6103,-114.5964,50.04,12,0,26.6
527,Sabang,ID,2022-02-03 03:45:13,5.8933,95.3214,82.13,73,15,14.76
528,Arroyo Grande,US,2022-02-03 03:45:14,35.1186,-120.5907,55.69,37,0,3.0
529,Caohai,CN,2022-02-03 03:45:14,26.8661,104.2841,31.57,91,100,4.32
530,Matagami,CA,2022-02-03 03:45:15,49.7502,-77.6328,-3.89,71,0,5.75
531,Nador,MA,2022-02-03 03:41:12,35.174,-2.9287,55.65,88,0,10.36
532,Micheweni,TZ,2022-02-03 03:45:15,-4.9667,39.8333,79.97,81,98,8.03
533,Turayf,SA,2022-02-03 03:45:16,31.6725,38.6637,44.85,61,0,18.41
534,Leningradskiy,RU,2022-02-03 03:45:16,69.3833,178.4167,-13.43,91,22,9.86
535,Coyula,MX,2022-02-03 03:45:17,20.6333,-103.2,58.55,37,4,3.71
536,Urcos,PE,2022-02-03 03:45:17,-13.6861,-71.6228,55.29,89,87,4.79
537,Fairbanks,US,2022-02-03 03:40:32,64.8378,-147.7164,-21.98,70,0,0.0
538,Sibolga,ID,2022-02-03 03:45:18,1.7427,98.7792,85.41,63,45,4.14
539,Lamar,US,2022-02-03 03:45:18,33.6668,-95.5836,33.46,93,100,16.11
540,Dayong,CN,2022-02-03 03:45:19,25.0209,118.2898,53.89,93,100,3.85
541,Mendi,PG,2022-02-03 03:45:19,-6.1761,143.6513,64.44,64,100,3.29
542,Keetmanshoop,NA,2022-02-03 03:45:19,-26.5833,18.1333,67.12,70,0,6.53
543,Dingle,PH,2022-02-03 03:45:20,10.9995,122.6711,84.78,67,81,14.54
544,Basoko,CD,2022-02-03 03:45:20,1.2391,23.616,72.9,74,97,1.52
545,Owando,CG,2022-02-03 03:45:21,-0.4819,15.8999,75.16,74,99,2.71
546,Killybegs,IE,2022-02-03 03:45:21,54.6333,-8.45,48.45,90,93,17.38
547,Jumla,NP,2022-02-03 03:45:21,29.2747,82.1838,40.32,72,93,4.36
548,Khani,GE,2022-02-03 03:45:22,41.9563,42.9566,40.57,73,85,10.25
549,Kansanshi,ZM,2022-02-03 03:45:22,-12.0951,26.4273,61.18,97,100,2.19
550,Charyshskoye,RU,2022-02-03 03:45:22,51.3978,83.5598,11.7,84,8,3.02
551,Hope,US,2022-02-03 03:45:23,33.6671,-93.5916,46.45,89,100,13.0
552,Marshall,US,2022-02-03 03:42:24,34.3834,-86.3333,54.97,85,100,5.01
553,Dickinson,US,2022-02-03 03:45:24,29.4608,-95.0513,68.22,95,100,3.0
554,Portland,US,2022-02-03 03:41:00,45.5234,-122.6762,45.63,95,100,1.99
555,Deep River,CA,2022-02-03 03:45:33,46.1001,-77.4995,30.43,94,100,9.95
556,Bonthe,SL,2022-02-03 03:46:24,7.5264,-12.505,74.39,94,47,3.62
557,Kavaratti,IN,2022-02-03 03:46:25,10.5669,72.642,79.93,70,12,8.08
558,Barcelos,PT,2022-02-03 03:46:25,41.5388,-8.6151,48.69,81,100,4.03
559,Turukhansk,RU,2022-02-03 03:46:26,65.8167,87.9833,-12.51,100,52,6.76
560,Hirara,JP,2022-02-03 03:46:26,24.8,125.2833,71.87,88,75,11.5
561,Zhanakorgan,KZ,2022-02-03 03:46:27,43.9098,67.2495,26.04,81,8,4.92
562,Batticaloa,LK,2022-02-03 03:46:27,7.7102,81.6924,79.07,63,76,1.14
563,Khorixas,NA,2022-02-03 03:46:28,-20.3667,14.9667,63.25,59,1,4.63
564,Thomaston,US,2022-02-03 03:46:28,32.8882,-84.3266,60.58,76,100,3.0
565,Mwinilunga,ZM,2022-02-03 03:46:28,-11.7358,24.4293,59.56,97,100,3.02
566,Northam,GB,2022-02-03 03:46:29,51.0333,-4.2167,46.02,96,100,8.86
567,Sholokhove,UA,2022-02-03 03:46:29,47.6945,34.0312,33.15,99,100,5.3
568,Wamba,NG,2022-02-03 03:46:30,8.9333,8.6,69.15,21,15,2.84
569,Gazi,GR,2022-02-03 03:46:30,35.3253,25.0669,53.94,80,40,7.0
570,Smithers,CA,2022-02-03 03:44:04,54.7804,-127.1743,12.52,85,100,0.0
571,Moron,AR,2022-02-03 03:46:31,-34.6534,-58.6198,80.35,75,100,12.08
572,Mulanje,MW,2022-02-03 03:46:31,-16.0316,35.5,68.52,87,75,4.05
573,Nishihara,JP,2022-02-03 03:46:31,26.1842,127.7558,66.25,97,100,8.05
574,Qui Nhon,VN,2022-02-03 03:46:32,13.7667,109.2333,77.25,77,76,13.67
575,Mecca,SA,2022-02-03 03:46:32,21.4267,39.8261,67.66,75,0,2.35
576,Chernyakhovsk,RU,2022-02-03 03:46:32,54.6335,21.8156,22.78,95,93,3.96
577,Ipameri,BR,2022-02-03 03:46:33,-17.7219,-48.1597,68.13,94,100,4.72
578,Ust-Nera,RU,2022-02-03 03:46:33,64.5667,143.2,-6.56,99,100,2.46
579,Kamina,CD,2022-02-03 03:46:34,-8.7386,24.9906,62.73,95,100,2.57
580,Abu Kamal,SY,2022-02-03 03:46:34,34.4506,40.9171,47.97,53,95,9.66
581,Nioro,GM,2022-02-03 03:46:34,13.35,-15.75,71.94,67,12,5.44
